# address	status	binary	raw-score	source-debt	origin	uncertainty	revisit-trigger	tested-scores	before-score	after-score	eliminated-source-defect	audit-state	freeze-scope	tested-forms
0x004A4960	provisional	partial	82.50	clean	deep-audit-2026-07-29	Toy2::Buzz::FireDiscLauncher: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	82.50	-	-	-	audited	-	-
0x004A4BB0	provisional	partial	91.57	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x004A4F80	provisional	partial	70.97	clean	deep-audit-2026-07-29	Toy2::Camera::UpdateRocketBoots: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	70.97	-	-	-	audited	-	-
0x004A5170	provisional	partial	98.47	clean	CAP-25	cosmic shield update: retail reserves 16 FPO bytes and the build reserves 12. All body instructions, calls, branches, fields, animation phases, and results agree. The extra retail slot has no supported source-level role	revisit if new caller, type, or source-form evidence explains the recorded CAP-25 mismatch	98.47	-	-	-	audited	former-cap	-
0x004A5370	provisional	partial	44.62	clean	deep-audit-2026-07-29	Toy2::Buzz::FireGrapple: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	44.62	-	-	-	audited	sub-50	-
0x004A5540	provisional	partial	91.21	clean	deep-audit-2026-07-29	Toy2::Buzz::TickGrapple: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	91.21	-	-	-	audited	-	-
0x004A5870	provisional	partial	21.57	clean	manual-audit-2026-07-29	The ABI, actor filters, collision-volume transform, segment intersection, movement update, damage call, and return flags agree; remaining differences are stack layout, register allocation, and instruction scheduling.	Revisit when Actor::HandleDamage or the Camera::VisorMode caller is reconstructed and provides more evidence for the original local lifetimes.	23.99,21.57	0.00	23.99	vector-heavy flat control flow	audited	sub-50	-
0x004A5D30	provisional	partial	36.46	clean	manual-audit-2026-07-29	The ABI, calls, fixed-point projection, actor filters, collision paths, and return flag agree; remaining differences are frame size, register allocation, and block scheduling across the large body.	Revisit when SweepSegmentVsActors is reconstructed or a sibling reveals the original local lifetimes and pool-scan source form.	36.95,36.46	0.00	36.46	stub body and untyped actor collision-volume layout	audited	sub-50	-
0x004A6390	provisional	partial	96.45	clean	deep-audit-2026-07-29	FileUtils::ValidateInstall: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	96.45	-	-	-	audited	-	-
0x004A6940	provisional	partial	94.64	clean	deep-audit-2026-07-29	FileUtils::LoadFile: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	94.64	-	-	-	audited	-	-
0x004A6B30	provisional	partial	63.27	clean	deep-audit-2026-07-29	D3DApp::BuildWindow: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	63.27	-	-	-	audited	-	-
0x004A6D40	provisional	partial	57.78	clean	deep-audit-2026-07-29	D3DApp::WndProc: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	57.78	-	-	-	audited	-	-
0x004A9AA0	provisional	partial	92.16	clean	deep-audit-2026-07-29	Nu3D::Math::MatrixRotatePitch: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	92.16	-	-	-	audited	-	-
0x004A9CB0	provisional	partial	82.35	clean	deep-audit-2026-07-29	Nu3D::Math::MatrixRotateYaw: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	82.35	-	-	-	audited	-	-
0x004A9F60	provisional	partial	70.63	clean	deep-audit-2026-07-29	Nu3D::Math::MultiplyMatrix3x4: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	70.63	-	-	-	audited	-	-
0x004AA100	provisional	partial	45.42	clean	deep-audit-2026-07-29	Nu3D::Math::FullMatrixMultiply: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	45.42	-	-	-	audited	sub-50	-
0x004AA620	provisional	partial	51.46	clean	deep-audit-2026-07-29	Nu3D::Math::InvertAffineMatrix: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	51.46	-	-	-	audited	-	-
0x004AAC40	provisional	partial	49.06	clean	deep-audit-2026-07-29	Nu3D::Math::BuildMatrixFromDirection: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	49.06	-	-	-	audited	sub-50	-
0x004AB7D0	provisional	partial	90.00	clean	deep-audit-2026-07-29	Nu3D::GetCPUFeatures: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	90.00	-	-	-	audited	-	-
0x004ABEB0	provisional	partial	95.83	clean	deep-audit-2026-07-29	CD3DFramework::Build: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	95.83	-	-	-	audited	-	-
0x004ABF00	provisional	partial	58.33	clean	deep-audit-2026-07-29	DrawingDevice::Destroy: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	52.17	-	-	-	audited	-	-
0x004AC4D0	provisional	partial	96.55	clean	deep-audit-2026-07-29	ModeSelect::EnumerateDrivers: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	96.55	-	-	-	audited	-	-
0x004AC540	provisional	partial	86.03	clean	deep-audit-2026-07-29	ModeSelect::DDrawEnumCallback: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	86.03	-	-	-	audited	-	-
0x004AC760	provisional	partial	84.78	clean	deep-audit-2026-07-29	ModeSelect::D3DDeviceEnumCallback: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	84.78	-	-	-	audited	-	-
0x004AC9C0	provisional	partial	88.83	clean	deep-audit-2026-07-29	ModeSelect::EnumDisplayModes: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	88.83	-	-	-	audited	-	-
0x004ACBE0	provisional	partial	35.08	clean	deep-audit-2026-07-29	ModeSelect::SelectPrimaryDevice: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	35.08	-	-	-	audited	sub-50	-
0x004ACD90	provisional	partial	98.08	clean	deep-audit-2026-07-29	ModeSelect::MarkCompatibleBitDepthDevices: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	98.08	-	-	-	audited	-	-
0x004AEE10	provisional	partial	91.18	clean	deep-audit-2026-07-29	CD3DFramework::InitializeDeviceAndSurfaces: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	91.18	-	-	-	audited	-	-
0x004AEEE0	provisional	partial	91.53	clean	deep-audit-2026-07-29	CD3DFramework::CreateDirectDraw: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	67.86	-	-	-	audited	-	-
0x004AEF80	provisional	partial	90.16	clean	deep-audit-2026-07-29	CD3DFramework::SelectD3DDeviceAndZFormat: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	90.16	-	-	-	audited	-	-
0x004AF110	provisional	partial	69.84	clean	deep-audit-2026-07-29	CD3DFramework::CreatePrimaryChainAndRects: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	68.08	-	-	-	audited	-	-
0x004AF420	provisional	partial	96.18	clean	deep-audit-2026-07-29	CD3DFramework::CreateZBuffer: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	69.57	-	-	-	audited	-	-
0x004AFD30	provisional	partial	26.12	clean	deep-audit-2026-07-29	Renderer::BlitBitmapWithWrapping: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	26.12	-	-	-	audited	sub-50	-
0x004B0200	provisional	partial	59.82	clean	deep-audit-2026-07-29	Nu3D::InitialiseTextureSurface: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	59.82	-	-	-	audited	-	-
0x004B0440	provisional	partial	76.22	clean	deep-audit-2026-07-29	Nu3D::BuildRawBmpNodeFromSlot: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	76.22	-	-	-	audited	-	-
0x004B07A0	provisional	partial	25.41	clean	deep-audit-2026-07-29	Nu3D::ProcessBmpPixelData: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	25.41	-	-	-	audited	sub-50	-
0x004B0870	provisional	partial	33.57	clean	deep-audit-2026-07-29	Nu3D::SampleBitmapPixel: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	33.57	-	-	-	audited	sub-50	-
0x004B0A30	provisional	partial	65.02	clean	deep-audit-2026-07-29	Nu3D::LoadTextureByStream: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	65.02	-	-	-	audited	-	-
0x004B0B60	provisional	partial	89.10	clean	deep-audit-2026-07-29	Nu3D::ProcessBmpInfoFromStream: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	89.10	-	-	-	audited	-	-
0x004B0D90	provisional	partial	26.32	clean	deep-audit-2026-07-29	Nu3D::BmpDataNode::GetDIBPixelColor: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	26.32	-	-	-	audited	sub-50	-
0x004B0E00	provisional	partial	39.34	clean	CAP-09	bitmap surface copy: typed 16-bit and 32-bit destination cursors increase the FPO frame by 12 bytes. The prior shared int32 cursor scored 50.00% but required a raw two-byte pointer step. Surface locking, DIB sampling, channel conversion, both destination formats, cleanup, and result handling agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	39.34	-	-	-	audited	former-cap,sub-50	-
0x004B2ED0	provisional	partial	91.43	clean	deep-audit-2026-07-29	Nu3D::Patch::PatchVertices::CreateVertexBuffer: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	91.43	-	-	-	audited	-	-
0x004B3050	provisional	partial	91.43	clean	deep-audit-2026-07-29	Nu3D::Patch::PatchVertices::UpdateVertexBuffer: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	91.43	-	-	-	audited	-	-
0x004B33B0	provisional	partial	53.26	clean	deep-audit-2026-07-29	Nu3D::Portal::AreaPortal::CalculateBoundingSphere: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	53.26	-	-	-	audited	-	-
0x004B3630	provisional	partial	84.62	clean	deep-audit-2026-07-29	Renderer::Init: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	84.62	-	-	-	audited	-	-
0x004B3A20	provisional	partial	78.87	clean	deep-audit-2026-07-29	Nu3D::Font::BuildObject: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	78.87	-	-	-	audited	-	-
0x004B4110	provisional	partial	70.78	clean	deep-audit-2026-07-29	Nu3D::Font::Build: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	70.78	-	-	-	audited	-	-
0x004B45A0	provisional	partial	36.76	clean	deep-audit-2026-07-29	Nu3D::Font::DrawScaledTextString: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	36.76	-	-	-	audited	sub-50	-
0x004B4880	provisional	partial	36.45	clean	deep-audit-2026-07-29	Nu3D::Font::DrawClippedScaledGlyph: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	36.45	-	-	-	audited	sub-50	-
0x004B4C10	provisional	partial	77.55	clean	deep-audit-2026-07-29	Nu3D::Font::ComputeScaledCharClip: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	77.55	-	-	-	audited	-	-
0x004B4CD0	provisional	partial	29.79	clean	deep-audit-2026-07-29	Nu3D::Font::DrawTextString: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	29.79	-	-	-	audited	sub-50	-
0x004B4FA0	provisional	partial	59.65	clean	deep-audit-2026-07-29	Nu3D::Font::DrawClippedUnscaledGlyph: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	59.65	-	-	-	audited	-	-
0x004B53D0	provisional	partial	52.24	clean	deep-audit-2026-07-29	Nu3D::Font::CalculateScaledTextSize: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	52.24	-	-	-	audited	-	-
0x004B5480	provisional	partial	48.85	clean	deep-audit-2026-07-29	Nu3D::Font::CalculateUnscaledTextSize: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	48.85	-	-	-	audited	sub-50	-
0x004B5630	provisional	partial	87.23	clean	deep-audit-2026-07-29	Nu3D::Viewport::Reset: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	87.23	-	-	-	audited	-	-
0x004B5900	provisional	partial	88.24	clean	deep-audit-2026-07-29	Nu3D::Viewport::SetViewportRect: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	88.24	-	-	-	audited	-	-
0x004B5A30	provisional	partial	47.46	clean	deep-audit-2026-07-29	Nu3D::Viewport::SetCentre: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	47.46	-	-	-	audited	sub-50	-
0x004B5AD0	provisional	partial	29.09	clean	deep-audit-2026-07-29	Nu3D::Viewport::BuildClipNormMatrix: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	29.09	-	-	-	audited	sub-50	-
0x004B5C00	provisional	partial	18.18	clean	deep-audit-2026-07-29	Nu3D::Viewport::BuildScreenSpaceMatrix: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	18.18	-	-	-	audited	sub-50	-
0x004B5CF0	provisional	partial	63.46	clean	CAP-03	primitive bucket flush: retail keeps the material in EDX and uses shared flush-state branches. The structured build spills the material and materializes the state-change result. Bucket traversal, state compatibility, 1500-vertex flush limit, material and texture setup, three-vertex copies, bucket clearing, and pool reset agree. Structured boolean and shared-label forms were tested; the shared-label form scored 72.16% but introduced a lint warning.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	63.46	-	-	-	audited	former-cap	-
0x004B6040	provisional	partial	97.12	clean	CAP-17	triangle strip: loop-invariant count-3 init hoisted as LEA+EDX load vs retail late MOV EBX+SUB; 4 forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-17 mismatch	97.12	-	-	-	audited	former-cap	-
0x004B6320	provisional	partial	90.43	clean	deep-audit-2026-07-29	Renderer::SetRenderState: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	90.43	-	-	-	audited	-	-
0x004B6660	provisional	partial	89.41	clean	deep-audit-2026-07-29	Renderer::SetTextureStageState: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	89.41	-	-	-	audited	-	-
0x004B68B0	provisional	partial	83.33	clean	deep-audit-2026-07-29	Renderer::Sprite::Render2DSprite: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	83.33	-	-	-	audited	-	-
0x004B6C10	provisional	partial	62.66	clean	deep-audit-2026-07-29	Renderer::Sprite::RenderType8: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	62.66	-	-	-	audited	-	-
0x004B6ED0	provisional	partial	65.00	clean	deep-audit-2026-07-29	Renderer::Vertices::ApplyOffset: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	65.00	-	-	-	audited	-	-
0x004B6F50	provisional	partial	45.83	clean	deep-audit-2026-07-29	Renderer::Vertices::ProjectToScreen: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	45.83	-	-	-	audited	sub-50	-
0x004B70E0	provisional	partial	37.36	clean	deep-audit-2026-07-29	Renderer::Sprite::RenderType9: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	37.36	-	-	-	audited	sub-50	-
0x004B75E0	provisional	partial	69.07	clean	deep-audit-2026-07-29	Renderer::Vertices::ProjectCustomTextureCoordinates: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	69.07	-	-	-	audited	-	-
0x004B7710	provisional	partial	48.18	clean	deep-audit-2026-07-29	Renderer::Vertices::ProjectTex14Coordinates: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	48.18	-	-	-	audited	sub-50	-
0x004B7830	provisional	partial	61.64	clean	deep-audit-2026-07-29	Renderer::Vertices::ModuleColor: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	61.64	-	-	-	audited	-	-
0x004B7D60	provisional	partial	97.42	clean	deep-audit-2026-07-29	Renderer::Sprite::RenderBillboardSprite: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	97.42	-	-	-	audited	-	-
0x004B8330	provisional	partial	94.23	clean	deep-audit-2026-07-29	Renderer::Sprite::RenderType10: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	94.23	-	-	-	audited	-	-
0x004B84E0	provisional	partial	30.19	clean	deep-audit-2026-07-29	Renderer::InstanceData::AllocFromMatrix: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	30.19	-	-	-	audited	sub-50	-
0x004B86F0	provisional	partial	54.17	clean	deep-audit-2026-07-29	Renderer::RenderEntry::InsertIntoBucket: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	54.17	-	-	-	audited	-	-
0x004B8840	provisional	partial	93.75	clean	deep-audit-2026-07-29	Renderer::InstanceData::AllocFromNodeMatrices: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	93.75	-	-	-	audited	-	-
0x004B89B0	provisional	partial	89.47	clean	deep-audit-2026-07-29	Renderer::RenderEntry::AllocPatch: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	89.47	-	-	-	audited	-	-
0x004B8B10	provisional	partial	53.44	clean	deep-audit-2026-07-29	Nu3D::Sprite::InsertIntoBucket: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	53.44	-	-	-	audited	-	-
0x004B8CC0	provisional	partial	90.91	clean	deep-audit-2026-07-29	Renderer::Sprite::Queue2DSprite: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	90.91	-	-	-	audited	-	-
0x004B9710	provisional	partial	82.67	clean	deep-audit-2026-07-29	Renderer::InitResources: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	82.67	-	-	-	audited	-	-
0x004B9B90	provisional	partial	91.14	clean	deep-audit-2026-07-29	Nu3D::DrawDebugPortalOutlines: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	91.14	-	-	-	audited	-	-
0x004BA1F0	provisional	partial	60.18	clean	CAP-03	frustum sphere test: retail keeps the result in EDI and the center pointer in EBP. The build keeps the result in EBP and uses EDI as a doubled plane index. Plane traversal, distance tests, result bits, and early exit agree with the adjacent function at 0x004BA270.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	60.18	-	-	-	audited	former-cap	-
0x004BA270	provisional	partial	60.18	clean	deep-audit-2026-07-29	Nu3D::Frustum::TestSphereAllPlanesAlt: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	60.18	-	-	-	audited	-	-
0x004BA2F0	provisional	partial	45.76	clean	deep-audit-2026-07-29	Nu3D::Frustum::TestSphereDepthPlanes: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	45.76	-	-	-	audited	sub-50	-
0x004BA420	provisional	partial	49.65	clean	deep-audit-2026-07-29	Nu3D::Camera::CalculateFrustumPlanes: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	49.65	-	-	-	audited	sub-50	-
0x004BACF0	provisional	partial	37.66	clean	deep-audit-2026-07-29	Nu3D::Camera::ClipViewToPortal: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	37.66	-	-	-	audited	sub-50	-
0x004BB720	provisional	partial	94.87	clean	session-audit-2026-07-31	The two free-list bounds, indices, sentinel heads, and terminal links agree with retail. The remaining differences are one cache-loop store order and one data-symbol rendering difference. The instruction bytes for the data store agree.	Revisit if another Nu3D free-list initializer identifies the original cache-link expression. Verify the data operand as a tool artifact if the scheduling difference is resolved.	70.27,87.18,89.74,94.87,37.84	70.27	94.87	off-by-one texture-data free-list head and terminal links; wrong texture-cache terminal link	audited	-	element-zero bounds, corrected sentinel head, signed pointer bounds, dependent cache prev link
0x004BBAB0	provisional	partial	90.45	clean	deep-audit-2026-07-29	Nu3D::Camera::ApplyCameraTransforms: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	90.45	-	-	-	audited	-	-
0x004BC460	provisional	partial	42.97	clean	deep-audit-2026-07-29	Nu3D::Area::RenderBucketThroughPortals: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	42.97	-	-	-	audited	sub-50	-
0x004BC720	provisional	partial	52.60	clean	deep-audit-2026-07-29	Nu3D::Scene::RenderCellsInRadius: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	52.60	-	-	-	audited	-	-
0x004BC980	provisional	partial	52.97	clean	deep-audit-2026-07-29	SoftwareRenderer::QueueSortedRenderCommand: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	52.97	-	-	-	audited	-	-
0x004BCAD0	provisional	partial	38.10	clean	CAP-16	vertex-copy loop: retail unrolls the constant-3 REP MOVSD loop, build keeps it counted (running pointers match)	revisit if new caller, type, or source-form evidence explains the recorded CAP-16 mismatch	38.10	-	-	-	audited	former-cap,sub-50	-
0x004BCB60	provisional	exact	100.00	address-named-symbol,unknown-symbol	manual-audit	exact code confirms both adjacent globals are reset after the bucket walk, but retail has no readers or strings that identify their roles	revisit when a reader or original name identifies either adjacent global	100.00	-	-	-	audited	verified-debt	-
0x004BCC70	provisional	partial	87.16	clean	CAP-15	viewport->clip-rect: build CSEs the right param load into ECX where retail re-reads [esp+0x20] per use; cascade reorders the V/H conditional blocks (clamp/scale blocks all match)	revisit if new caller, type, or source-form evidence explains the recorded CAP-15 mismatch	87.16	-	-	-	audited	former-cap	-
0x004BCE00	provisional	partial	92.77	clean	deep-audit-2026-07-29	SoftwareRenderer::InitialisePrimarySurface: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	92.77	-	-	-	audited	-	-
